,Names,Adress,Phone,Email
10221,SARL HB PVC,ZONE D’ACTIVITÉ BENI MERED ( B ) LOT N°34 BLIDA  - Beni mered Blida, 0668131212 / 0668131206,Fax : 025359999
10222,KOUROSONE,boudouaou - Boudouaou Boumerdes, 0660516407, comext@hotmail.fr
10223,Bureau d'affaires Lamine,centre commercial abat   - Tizi ouzou Tizi ouzou, 0555300418, bureauxmohand@gmail.com
10224,M S F Immobilier,"7,Bd du 11Décembre1960 Val D'Hydra. El Biar - El biar Alger", 0554264385 / 0661506256, sidziane@hotmail.fr
10225,Quincaillerie BenBelkacem,Cité Ahmed Faoussi RN5 ancien route Vers Boudouaou - Reghaia Alger, 0796799528, quincaillerie.benbelkacem@gmail.com
10226,Easy shop,Ain Benian - , 0661450165, jekozali@gmail.com
10227,Allseasons Immo,coopérative immobilière dar el bahdja - Cheraga Alger, 0561035709,Fax : 023363275
10228,Omar location,حي مريجة السحاولة  - Saoula Alger, 0550560028,Fax : 023336502
10229,Ecole El yasmine,19 rue drif mohamed  - Rouiba Alger, 0557724510, Ecolelyasmine@gmail.com
10230,OPCON Automatisme,8 Rue bataille djbel mnawar  - , 0669254878, oranprocesscontrol@gmail.com
10231,GOLD IMMO ,77 Rue Larbi Ben M'hidi Place des victoires  - Oran Oran, 0554030492, Gold_immo@yahoo.com
10232,EL ASSIL LAPTOP ,Rue nacer agoulmine n°15 kouba - alger - Kouba Alger, 0561664517,Fax : 021284917
10233,C'VADE VOYAGE,25 Rue said greffon El-Harrach  - El harrach Alger, 023827639,Fax : 023827640
10234,Part ALGER,Hydra - Hydra Alger, 0552236507, ouadah.youcef@gmail.com
10235,WOOD STORE,"Micro zone d'Activité, lot n°01, Mohammadia - Alger. (A coté du lycée Abane Ramdane). - Mohammadia Alger", 0782282005, woodstore31@gmail.com
10238,Le vieux carré,Youcef Zighoud  - Alger centre Alger, 0698377000, levieuxcarre@hotmail.com
10239,Bahia Display,"12, rue 01 novembre fernand ville  - Bir el djir Oran", 0555835060, contact@bahiadisplay.com
10241,Tech Zone,"Route nationale n°3, Ain mlila  - ", 0559253693,Horaires de travail : De 08h à 20h
10243,Dimel Solaire,Dimel Solaire - Dar el beida Alger, 0560957773, solaire@dimel-dz.com
10244,BAK NAB ,BORJ EL BAHRI  - Bordj el bahri Alger, 023957187 / 0550622228, baknabCRE@yahoo.com
10245,CPH Hydraulique,Cité Mascaro N° 01 – El-Hamiz – Dar EL Beida – Alger - Dar el beida Alger, 0561637933, contact@cph-hydro.com
10246,CPH Agriculture,Cité Mascaro N° 01 - El-Hamiz - Dar El Beida - Alger - Dar el beida Alger, 0554154736, contact@cph-agro.com
10247,EL SALILE VOYAGES,"Coop El Falah, RN N°01 Bt A2 N°22 - Les Vergers  - Birkhadem Alger", 0555642189 / 0778649775 / 0655748086 / 023571717,Fax : 023571310
10248,Planète Tunning,"Cité el chahid bakalem , dar el beida  - Dar el beida Alger", 0550546848,Fax : 0550486083
10249,Zlato impex azazga,Tizi ouzou  - , 0771010250 / 0770639032, sarl.zlatoimpex@yahoo.fr
10250,SATCAM,Bordj el kiffan - Bordj el kiffan Alger, 0557078755, dollar_jet@yahoo.fr
10251,Smail Smartphones,bebezzouar - , 0540983080,Horaires de travail : De 07h à 23h
10252,Hygiène Entretien Services  ,sur tout le centre d’Algérie  - Alger centre Alger, 0661661661, hygiene.entretien@gmail.com
10253,Ambulance algerie ,"Avenue Salem Bouznad, Alger, Algerie - ", 0556211263, ambualancesalger@gmail.com
10256,Entreprise BenAbdelkrim Boualem,bab ezzouar - Bab ezzouar Alger, 0550289383 / 0793570264,Fax : 021870433
10257,AFRI SPORT,"64, Rue des frères Djilali  - Birkhadem Alger", 0550189998 / 021449603 / 021449604,Fax : 021449605
10258,Cuisinox Algérie ,"Alger, dar el beidha - Dar el beida Alger", 0560343377,Fax : 026149738
10259,Garouche Electronics DZ,Draria a coté de la poste - , 0798106814, g.e.workgroup@gmail.com
10260,kheyar services aménagement ,Birkhadem - Birkhadem Alger, 05499836693, kheyar.services@gmail.com
10261,Ramzivendeur,Sidi mbarek - Birkhadem Alger, 0554101518, Ramzibnhx@gmail.com
10262,KHERDJA VOYAGE & TOURISME,95 AVENUE MALIKA GAÏD EL BIAR ALGER (En face la Clinique Tiziri et la Résidence de l'ambassade de France)  - , 0560193112 / 0560193411, KHERDJAVOYAGE@GMAIL.COM
10263,Safe Way Travel,Coopérative Mohamed Boudiaf Villa N°001 - Hydra Alger, 0560143144 / 021436228 / 021436229 / 021436232,Fax : 021436233
10264,Scalabo,BLIDA  - Douera Alger, 0541012014, scalabo@hotmail.com
10265,ETPP SALAH,chiffa - Chiffa Blida, 0661612652, distributeur.naftal@gmail.com
10266,Lion voyage,cité 2248 logts Bt A164 Locale N°5 ainnaadja (les tours ) - Ain naadja Alger, 0551684007, contact@lionvoyage.com
10267,Algimmo Cheraga,"38,rue talla Ahcene ,route de daly ibrahim ,Cheraga, Alger - Cheraga Alger", 0560400066 / 0560400010 / 0560400052 / 0770580756, hamdi.walid@algimmodz.com
10268,Nourddin peinture ,Bouchkir mouhamed - Boumerdes Boumerdes, 0656811583, Nourddinkharbachi59@gmail.com
10269,Bureau Plus ,"04, Rue Alphonse Daudet, les sources BMR Alger - Bir mourad rais Alger", 0552149586, bureau.plus@live.fr
10270,SARL Cuisinox,"RN n°12 thirsatine, azazga,tizi ouzou - Azazga Tizi ouzou", 0560591786,Fax : 026149738
10272,Communitech Dz,"Cité Istanbul n""3 120 bordj el kiffen - Bordj el kiffan Alger", 0542328100, Commercial@communitech.com
10274,Rovex Sols ,Rue lycée abedelmoumen Rouiba Alger   - Rouiba Alger, 0550137145, hamzafaycal@hotmail.fr
10275,MOHAMED CITIYA,"4, Rue Fabri Marcello ( les sources ) Local ""B"" Bir Mourad Rais Alger - Bir mourad rais Alger", 0550848165 / 0697004834,Horaires de travail : De 08h à 18h
10276,ELECTRO TECH,LOT 65 OUED-TARFA DRARIA - Draria Alger, 0560389265, NMM009@HOTMAIL.COM
10277,Imekras Travel,02 avenue de 1 novembre à coté de la daira - , 0675909549 / 0553876833 / 021329098 / 021329764, imekrastravel@gmail.com
10280,GeKa Algeria,"N° 16,Cité Laroussi khraissia -ALGER - Khraissia Alger", 0560450771 / 0542803472 / 0665001003 / 023400282,Fax : 023400200
10281,Promotion Immobiliere Houriat El Salem, Cité 602 logts Bloc CA 22 N°3 Les dunes - Chéraga - Cheraga Alger, 0560333126 / 0560559650,Fax : 023372765
10284,Studio Skyline,Cité 500 log Brakni BAT 1 num C1 - , 0542182607, archstudio.skyline@gmail.com
10285,CONFOREAL,Cité El Wiame zone militaire  - Beni messous Alger, 0561660055 / 0561660066 / 0561660077 / 023131658,Fax : 023131669
10288,El Assimia Tourisme Et Voyage,06 Boulvard Said Hamdine - Hydra Alger, 0770903923 / 021600324,Fax : 021600324
10289,Alu Ladjimi ,Les eucalyplus - Les eucalyptus Alger, 0670061967, Ladjimi.mohamed2013@gmail.com
10290,Mimoza linge,Bourdj Elkiffane Alger - Djelfa Djelfa, 0561870401, contact@mimozalinge.com
10291,Dioul el Ghalia   ديول الغالية,Hai Derbouz Baraki Est Alger - Baraki Alger, 0792881731, wondycook@gmail.com
10292,dakar freez,alger ben aknoun - Ben aknoun Alger, 0557744052,Horaires de travail : De 08h à 17h
10294,Noufel Equipements,Route nationale N° 24 Ain-kahla /hraoua - Hraoua Alger, 0560076033,Fax : 023958097
10295,Simo Déco ,sidi rached tipaza  - Sidi rached Tipaza, 0561657012, simo.deco.tipaza2015@gmail.com
10296,Réparation chaudière,Alger centre - Alger centre Alger, 0554656299, Amineakrour16@gmail.com
10297,Nautika voyage,"16 Rue Tripoli, Hussein Dey- Alger - Hussein dey Alger", 021775178 / 0558150663 / 0662163200 / 0795911254,Fax : 021775178
10298,Agence Trefle,"16,rue Philippe décerner inférieur beauséjour annaba 23000 Algérie  - Annaba Annaba", 0540625884, agencetrefle23@gmail.com
10299,CREAT EVENTS,"Coopérative Taher Bouchet, Résidence en naser - Birkhadem Alger", 0560569990 / 0554674207 / 023567082,Fax : 023567082
10300,Hospes Travel,Cooperative ETTAKWA lot J9 n°21 Kouba - , 023719012, hospes.travel@gmail.com
10301,Limited AD,شارع الأمير عبد القادر - Ain defla Ain defla, 0551587908, mahfoudhm55@gmail.com
10302,Belhouchet Voyage,Lotisemant 4 Villa N°18 Ain dzair Douera  - , 0551657569, belhouchetvoyage@gmail.com
10303,Sarl Medic Point,batna - , 0542468995, Medicpointdz@gmail.com
10304,Agence Amin immo,Route nationale N 24 bordj el bahri  pre de la mosquee - Bordj el bahri Alger, 0554364680 / 0773802825,Fax : 023871135
10305,Cyber Eye,Route les dunes Cité 320 Logts Bt 20 Ilot 864 Sec 04 Lot 23–karia-Chéraga-Alger - Cheraga Alger, 0555706346, cybereyedz@gmail.com
10306,Acem Décor,Ain soltan (sain charl) partie n 02 kouba/ alger - Birkhadem Alger, 0553661415,Fax : 0550125619
10307,Agence Immobilière & Cabinet D'affaire Habil ,Rue Mellah Ahmed - Boufarik  - Boufarik Blida, 0550455184 / 0770615180, agence09imm@gmail.com
10308,Sabcars,Route de el kaddouss Tixeraine Birkhadem  - Birkhadem Alger, 0661514192, sabcars@yahoo.fr
10309,Sarl Seri,Alger - Zeralda Alger, 0542381262, seribatiment@gmail.com
10310,Agence Immobilière Nabil,rue si ben youcef N°92-boufarik-blida - Boufarik Blida, 0561361814 / 0771692915 / 0655999346,Fax : 025367171
10311,Billal Céramique,12 Lot les Mandarines Pins Maritimes - Mohammadia Alger, 0555254006 / 0560213281,Horaires de travail : De 09h à 18h
10312,SARL MEFCOM ,alger centre - Alger centre Alger, 0550416055, mefcom@hotmail.fr
10314,Agence imo sidi abdellah,Mahelma (merzoug ali ) - Mahelma Alger, 0661098075, agencesidiabdellah@gmail.com
10315,Sol&élec,Tlemcen  - Tlemcen Tlemcen, 0780253971, bouzaki.moustafa@yahoo.com
10316,Agence immobilière Mekki ,face la daira de bir mourad rais - El mouradia Alger, 0559495429,Horaires de travail : De 10h à 18h
10317,SNC LEXLEV & CIE,Baranes - Bouzareah Alger, 0550574237, Lexlefeu@gmail.com
10318,Leader Placo,Alger centre  - Alger centre Alger, 0674443910, lgmetal29@gmail.com
10319,ALAHEBAH VOYAGES,Projet 104 - 105 Logement Participatifs Cité Bourouba Bachdjerrah  - Bachdjerrah Alger, 023766436,Fax : 023766475
10321,Clik Concept, J9 Lot N° 02 coopérative ET-TAKWA 16053 Garidi-Kouba-Alger - Kouba Alger, 0660370210, clikconcept.dz@gmail.com
10322,LES ZIANIDES immobilier,"29, rue lawrod ANNABA - Annaba Annaba", 0670272600, leszianides.immobilier@gmail.com
10323,freered,Route Zaatria Mahelma Zeralda  - Zeralda Alger, 0794171737, Redabi40@gmail.com
10324,Eurl Offissit,Les vergers rue 5 N 1BMR Alger - Birkhadem Alger, 0541695905,Fax : 023534909
10326,M kouba vêtement ,kouba - Kouba Alger, 0553992474, originalenligne@gmail.com
10327,Cirrus Voyages,birkhadem - Birkhadem Alger, 0560900080 / 0560900502, cirrusvoyages@gmail.com
10328,EURL ALFARENO,Hai Haouch Rouiba - Rouiba Alger, 023864783 / 0555732609 / 0772661422,Fax : 023864783
10330,Eurl Bakel,Cité 01 Novembre 1954 (en face IAP Sonatrach ) Boumerdes  - , 0550848472 / 0550917587,Fax : 024795959
10331,RYLOU TRAVELS,"45, Ali khoudja ""saint rafayel"" - El biar Alger", 0553333733 / 0560030615 / 0560621083,Fax : 023389823
10332,Salim parabole,reghaia - Reghaia Alger, 0781331869, naitslimanesalim9@gmail.com
10333,Electro shop Bouzareah,91 rue Ali ramli Bouzareah  - Bouzareah Alger, 0698562234, Benrdouaneahmed9@gmail.com
10334,Statera Nutrition ,Cheraga - Cheraga Alger, 0550184723, Yasmine.zennache@gmail.com
10336,Education Firts,hydra - Hydra Alger, 0555655542, imed.mezoued@ef.com
10337,Chauffagiste Pro ,Dely brahim  - Dely brahim Alger, 0553258747, mokafimohamed@gmail.com
10338,cosmetiks naturels,boutique para pharm.kehwet chergui.borj el bahri.alger - Bordj el bahri Alger, 0560499160,Fax : 0780008479
10340,Toppik Shop,Livraison gratuite - Alger centre Alger, 0540107728,Horaires de travail : De 09h à 22h
10341,Renodar,Hydra  - , 0549266096, emaildaar@gmail.com
10342,SONASER INDUSTRIE,Zone Industrielle Amara Route de Ouled Fayet - Cheraga Alger, 0554210680 / 0661508835 / 023305013,Fax : 023305013
10343, Over Lord,Alger Alger contre  - Alger centre Alger, 657105510, Sofiane12391@gmail.com
10346,REMA ENERGY,"Cité 11 Décembre, Résidence Kaced route de cheraga - Dely brahim Alger", 023307215,Fax : 023307211
10347,Top Sat Alger,Rue 251 hamid Kabladj Hammamet -Alger - Hammamet Alger, 0781679947 / 0549834662 / 0549055135,Horaires de travail : De 08h à 23h
10348,D Gitall,Cité du 11 Décembre Route de CHERAGA-Dely Brahim -Alger - Dely brahim Alger, 0770699922 / 023307215, pro@remagroupe.com
10349,ELECTROCHOC,Dely Ibhrahim - Alger centre Alger, 0770699922, electrochoc213@gmail.com
10350,Fares Print,El biar - El biar Alger, 0542526437, faresprint88@gmail.com
10351,le precieux voyage,ferme des freres boudissa locale n°09 chiffa Blida  - Chiffa Blida, 0552226609,Fax : 025241519
10352,Zaatcha Voyage,route de koléa  - Hadjout Tipaza, 0670293063, zaatcha.hadjout@gmail.com
10354,ETS Lemaissi ,Hai Mouaicia cw 149 Hammedi - Hammedi Boumerdes, 0661650658 / 0770910521, mobilier5@gmail.com
10355,SECUTRAM INDUSTRIE,boulevard Victor Hugo Alger centre - Alger centre Alger, 0560914139,Fax : 021660094
10356,Nasreddine Smart,Cites les 3 caves rue 40 lot 300 el harrach  - Ain naadja Alger, 213550452708, Boomsparta@gmail.com
10357,Groupe Zillou,Rue boutouto bordj el kiffan - Bordj el kiffan Alger, 0560865580,Fax : 023801648
10359,MTN PRINT,Cité RTA route de Bouchaoui Ouled Fayet - Ouled fayet Alger, 023289146 / 0550485085,Fax : 023289146
10361,ITBox ,Bejaia ville  - Bejaia Bejaia, 0550562065 / 0782885379, ITBox.bejaia@gmail.com
10362,RED CARPET ,El madania  - El madania Alger, 0551175951, d.ousmaal@yahoo.fr
10364,Travaux Bâtiment Doudja,Route nationale n ° 24 Boumerdes en face condor  - Boumerdes Boumerdes, 0560963715 / 20,Page Facebook : facebook.com/Promotion immobilière Doudja 
10365,Sarl Pompes Hydrauliques,Domain awadi mohamed ben khlile - Ouled el alleug Blida, 0550115994, sapohyd@gmail.fr
10366,Auto Glasse ,Jolie vue kouba - , 0550394048, Smailmedjouri@gmail.com
10367,Ecole de Formation efart ,عدل حي البدر بقرب من محطة الميترو حي البدر القبة - Kouba Alger, 0796718748, info.contact2014@gmail.com
10368,AIFA Immobilier,"Cooperative Ennour, Beni Messouss, Alger - Beni messous Alger", 0550293350,Fax : 023131421
10371,Amine Collection ,batna - , 0671551057, aminechacha2012@gmail.com
10372,Samtech IT,"Cité Signa, Réghaia Alger - Reghaia Alger", 0561328746, b.issam@samtech-it.com
10373, Avenir Travel Agency Oran ,74 avenue des 40 martyr avenue sidi chahmi bastie oran - Oran Oran, 0558871311,Fax : 041853425
10374,Rymadi Travel,41 Hai ben dali bey dergana / bordj el kiffan  - Bordj el bahri Alger, 0558675922,Fax : 023940381
10375,Zinou électrotechnique,Rouiba - , 0550569042,Fax : 021819748
10376,MEDICAL plus ,BOUIRA  - Bouira Bouira, 0550918643 / 0790271469, Djamalnou2o2@gmail.com
10379,CHAWKI ATIA,73 rue sfinj el biar - El biar Alger, 0770667279, chawiatia1@gmail.com
10380,Rayan Travel ,borj el kiffan  - Bordj el kiffan Alger, 0540322456, rayantrav@gmail.com
10381,EMTELEC ,Cite KAIDI 09 Lot N 17  - Bordj el kiffan Alger, 0560980148,Fax : 023942076
10382,AGENCE CONTACT THAMEUR,09 Rue du Loiret El-Hammadia Bouzaréah  - Bouzareah Alger, 0791627615 / 0561012863,Fax : 021909826
10383,le AA  MANUFACTURE,La rue ( B ) n: 29 djenina alger ex tamaris  - Bordj el kiffan Alger, 0557060121, Amine.attallah16@gmail.com
10385,TIRES TELECOM,cité 340 logement douera  - Douera Alger, 0797464794, tirestelecom@gmail.com
10386,zt com,12 rue ahmed ouked dely ibrahim a coté de la fédération du football - Dely brahim Alger, 0560689695, eurlztcom@gmail.com
10387,At Home deco Draria,citée LSP 598 logements Boujemaa tammim - Draria Alger, 0771667096,Horaires de travail : De 09h à 22h
10388,M&P's Shirts,"Rue idir toumi, Alger Commune de Ben Aknoun - Ben aknoun Alger", 0781336976,Fax : 0557938883
10390,Star Meubles,kolea  - Kolea Tipaza, 0549594534, starmeubles151@gmail.com
10391,Mon Voyage,"89, Rue Malika Gaid, Skala  - El biar Alger", 0560952031, meztaous@alltour-dz.com
10392,ALMAS ,centre commercial mohammadia mall  - Bab ezzouar Alger, 0560964300, almas.direction@gmail.com
10394,CANOGAZ Drill,Coopérative el Moustakbel les Orangers N° 45 - Rouiba Alger, 0551473335 / 0561725966 / 0561725962,Fax : 023861780
10395,Borhane553,City des frères djenadi  rue AE N°18 - Blida Blida, 0553320983, borhane553@gmail.com
10397,RAID SOUHOUB EL DJAZAIR COMMERCE,CITE ANAG RABEH ILOT 338 RN N1 AIN OUSSERA W.DJELFA - Ain oussara Djelfa,Fax : 027942095, rsedco@hotmail.fr
10400,Placo home,Cité touileb N 06 baraki - Baraki Alger, 0790855781, moderne.placohome@gmail.com
10401,3 A immo,said hamdine - Said hamdine Alger, 0551448621, immoaaa@gmail.com
10404, El Hodna,cité said hamdine - Said hamdine Alger, 0554290236, medounianis@gmail.com
10405,plombier abdalha ,عين نعجة - , 0550214278,Horaires de travail : De 08h à 23h
10406,Easy way,Route encienne Staouali  - Staoueli Alger, 0542172347, midcom.dz@gmail.com
10407,Agence Birine,طريق عين وسارة مقاطعة A01 تباب رقم 267 البيرين. الجلفة - Birine Djelfa, 0666690767, Bi.travel17@gmail.com
10409,ELECTRICAL WIRING & PROJECTS,Cooperative el saada  - Birkhadem Alger, 0560079145, commercial@ewp.dz
10411,ghakmedical,2000 lots  - Tizi ouzou Tizi ouzou, 0553273300 / 0552990615, sarl.ghakmedical@yahoo.fr
10412,Damous voyages,BIR MOURAD RAIS - Bir mourad rais Alger, 0664180301 / 0559770241, damousvoyages@gmail.com
10414,World Building,102 logt BT A N° 04 Tour Sidi Yahia - Hydra - Alger - Hydra Alger, 0558518148,Fax : 023573262
10417,Thilelli Travel,"16, Rue des frères Oughlis  - El mouradia Alger", 021697005,Fax : 021697005
10418,Innosoft,Coop. Zitouni Djellala Bt 2 N° 5 Makam-Echahid 19000 - Setif Setif, 0661406868,Fax : 036662810
10419,DALA BOUALEM SERVICE,blida - Beni mered Blida, 0558623392, Dalaboualemdala@gmail.com
10420,Famous Event,cité kaaloul villa N46 café chargui alger - Bordj el bahri Alger, 0540291029,Fax : 023969891
10421,Sultan Formation,coop la rote villa 137 said hamdine alger devant hotel les capuccines - Said hamdine Alger, 0542247702, sultanacademie2@gmail.com
10423,Ecobat Immo,Boulevard Millenium - Bir el djir Oran, 0561678417, ecobat.immobilier@gmail.com
10424,Books School Blida,cité 100 logs ben boulaid blida  - Blida Blida, 0540320607 / 0540322144,Fax : 025203288
10425,Electrochoc,Parc Ben Omar  - Kouba Alger, 0552306743, electroshoc2018@gmail.com
10427,iSchoolGenius,"  Villa 21 Cité Mascaro, El-Hamiz Dar EL Beida- Alger.  - Dar el beida Alger", 0553518180, iSchoolGenius@gmail.com
10428,Game-star,Hussein Dey - Hussein dey Alger, 0559315849,Horaires de travail : De 10h à 22h
10430,Finest Gadgets,Rue du Commerce - Hammamet Tebessa, 0699010774, finestgadgets12@gmail.com
10431,Sahatatoute,alger - Les eucalyptus Alger, 0783365955 / 021503858, sahatatoute16@gmail.com
10432,AK Consulting,El Biar - El biar Alger, 0552289680, ak.consulting.dz@gmail.com
10434,Matelas la première ,Cité 44 sidi mbarek cherarba Les eucalyptus  - Les eucalyptus Alger, 0555245893, hichemmatelas@gmail.com
10435,Le Bo Voyage,Lotissement Said Hamdine Villa 17B hydra. - Said hamdine Alger, 0553633546 / 0560943283 / 0555773385, bo.voyage19@gmail.com
10438,ST Informatique,09 Rue Ben Fedda Aissa Zeralda - Zeralda Alger, 0559415621,Fax : 023325365
10440,cadence voyage,"101 Boulevard Mohamed V Alger Centre, 16000 Alger - Alger centre Alger", 2130541808780, cadencevoyage@gmail.com
10441,El OTHMANIA,P1 castors familleaux face cité douanière maraval  - , 0772312854, Bitott021@gmail.com
10442,promotion immobilière YEFSAH,cheraga Alger - Cheraga Alger, 0670131387,Fax : 021341124
10445,Royal Shop Dz,Camp Chevalier - Jijel Jijel, 0792500379, royalshopdz@gmail.com
10448,AB SHOP ,sidi mbarek - Birkhadem Alger, 0797904402, abshopdz@gmail.com
10450,Ambulance algerie ,Alger centre  - Alger centre Alger, 0560110000, ambulancecontacte@gmail.com
10451,Z SAT ,Dar El beida - , 0796105983 / 0552705806, zineddine2016tv@gmail.com
10452,Bois Plus ,bab ezzouar - Bab ezzouar Alger, 0557260800, Merzakbois@gmail.com
10453,Copy Higher,"Lotissement Kaouche 2, N° 22 - Cheraga Alger", 0557341910 / 0770903131, copyhigher@gmail.com
10454,Lecico,07 coop El  Fellah   Ain Naaddja  safsafa  - Ain naadja Alger, 00213540174934, islamamimer090@gmail.com
10456,BB Max SPORT,"Alger Dar el beida , Alger Dar el beida - Dar el beida Alger", 023816603,Fax : 023816602
10457,L'EMPORIUM,"N° 01 Rue Aissat Idir, En face Tribunal   - Cheraga Alger", 0550541291 / 021896474 / 023363900, lemporiumparfums@gmail.com
